recipe_id,recipe_name,cooking_method,cuisine,image,prep_time,serves
906,Buffalo Turkey Cheeseburger with Blue Cheese Broccoli Slaw,"['In a medium bowl combine broccoli slaw and skinny blue cheese dressing. Set aside.', 'In a large bowl, combine ground turkey, carrots, breadcrumbs, garlic, onion, hot sauce, salt and pepper. Makes 5 equal patties, 5.5 oz each.', 'Heat a large skillet on high heat. When hot, lightly spray the oil. Add burgers to the pan and reduce the heat to medium-low.', 'Cook on one side until browned 4-5 minutes, then flip.', 'Cook another 4 minutes or until burgers are cooked all the way through (keep heat medium-low to prevent burning); top with cheese and place on a toasted burger buns topped with broccoli slaw.', 'If grilling, clean grill well before cooking and spray with oil spray to prevent sticking.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2013/04/skinny-buffalo-turkey-burger-with-blue-cheese-broccoli-slaw.jpg,15 minutes,5 servings
907,Bangin' Grilled Shrimp Skewers,"['Combine the mayo, scallions, sweet chili sauce and sriracha sauce in a small bowl. Set aside.', 'Soak wooden skewers in water at least 20 minutes (or use metal ones to avoid this step).', 'Season shrimp lightly pepper.', 'Place 5 shrimp on 8 skewers.', 'Heat a clean, lightly oiled grill to medium heat, when the grill is hot add the shrimp, careful not to burn the skewers.', 'Grill on both sides for about 6 - 8 minutes total cooking time or until the shrimp is opaque and cooked through.', 'Set shrimp aside on a platter and quickly brush sauce onto the shrimp; serve immediately.']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2012/05/bangin-grilled-shrimp-skewers.jpg,30 minutes,4 servings
908,Farro with Feta Cucumbers and Sun-dried Tomatoes,"['Cook farro in salted water according to package directions until al dente, about 15-20 minutes.', 'Drain and let cool.', 'Combine with remaining ingredients and toss well. Serve chilled or room temperature.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/farro-with-feta-cucumbers-and-sun-dried-tomatoes.jpg,10 minutes,4 servings
909,"Oven ""Fried"" Pickles with Skinny Herb Buttermilk Ranch Dip","['Make ranch dip by combining all the dip ingredients and refrigerate until pickles are done.', 'Place pickles to drain on paper towels.', 'Mix crumbs and flour together along with paprika, parsley, and half the chipotle powder and salt.', 'Whisk eggs and egg whites in a bowl and season with remaining chipotle powder.', 'Dip pickles in egg mixture and then into the crumb mix, pressing down on the crumbs.', 'Heat oven to 450F along with 2 baking sheets.', 'When the oven reaches 450, remove baking sheets and spray with olive oil spray; place pickles on the baking sheets and spray the tops of the pickles with more oil.', 'Bake 8-10 minutes, turn and spray if needed and cook an additional five minutes.', 'Remove pickles from cooking sheet and serve hot with dip.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Oven-Fried-Pickles-with-Skinny-Herb-Buttermilk-Ranch-Dip.jpg,30 minutes,8 servings
910,Strawberry Rhubarb Crisp,"['Heat oven to 375 degrees.', 'Combine strawberries and rhubarb in an oven safe dish.', 'Add honey.', 'Then orange juice and orange zest; sprinkle with cornstarch and toss until fruit is well coated.', 'Mix remaining ingredients for the topping in a medium bowl then spread over fruit.', 'Bake until topping is golden brown and fruit is bubbling, about 40 minutes.', 'Serve with a scoop of frozen yogurt or whipped cream if desired.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/low-fat-strawberry-rhubarb-crisp.jpg,10 minutes,8 servings
911,Skinny Chocolate Chip Fro-Yo Sandwiches,"['Preheat oven to 350. Line two cookie sheets with non-stick silicone baking liners such as Silpats (I highly recommend for best results) with cooking spray.', 'In a large bowl, combine the flour, baking soda and salt and stir to blend.', 'In another bowl, whisk the sugars, egg white, applesauce and vanilla together until light and fluffy.', 'Whisk the dry ingredients into the wet ingredients in two additions until the batter is very well blended. If the batter looks more crumbly than smooth, add just a drop of water at a time (ONLY if needed) until it smooths out.', 'Fold in chocolate chips.', 'Drop by level spoonfuls about 1 inch apart onto baking sheets. Bake 8 - 10 minutes.', 'Remove from the oven, and let them stand 5 minutes before removing the cookies from the pans to cool on wire racks.', 'When completely cooled, place 1 1/2 tablespoons frozen yogurt (I used a cookie scoop) in between 2 cookies and sandwich together.', 'Roll the edges in colored sprinkles, place on a platter and return to the freezer until ready to eat.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/Skinny-Chocolate-Chip-Fro-Yo-Sandwiches.jpg,15 minutes,12 servings
912,Easy Blueberry Buttermilk Cake,"['Preheat oven to 325.', 'Grease a 13 x 9 inch baking pan with baking spray.', 'In a large bowl combine flour, baking soda, and salt in a large bowl.', 'Mix well.', 'Using a hand mixer or stand mixer, in a medium bowl, beat sugar and butter for about 3 minutes.', 'Add egg and egg whites one at a time and beat until combined.', 'Add buttermilk, vanilla and applesauce until incorporated.', 'Add wet ingredients to the flour mixture and stir until just blended.', 'Gently fold in blueberries.', 'Place the batter into the prepared cake pan; bake cake until a toothpick comes out clean, about 30-32 minutes.', 'Serve room temperature.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake.jpg,20 minutes,18 servings
913,Arugula Salmon Salad with Capers and Shaved Parmesan,"['I used leftover salmon, but if using raw salmon, simply season it with a little salt and pepper and cook it for about 10 minutes, either on the grill, broiled, or in a pan lightly sprayed with oil.', 'Place arugula on a dish, sprinkle with salt and fresh cracked pepper and top with salmon and capers.', 'Drizzle a little oil and vinegar on top and finish off with fresh shaved parmesan.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Arugula-Salmon-Salad-with-Capers-and-Shaved-Parmesan.jpg,10 minutes,1 serving
914,Very Berry Banana Fro Yo Shake,['Place all the ingredients in the blender and blend until smooth.'],['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Very-Berry-Banana-Fro-Yo-Shake.jpg,5 minutes,1 serving
915,Iced Green Tea Mojito,"['Muddle the lime juice, mint, arugula, and sugar together in a tall Collins glass until the leaves bruise lightly and the flavors release.', 'Add ice until glass is about 3/4 full and then pour in rum and green tea.', 'Stir well and garnish with mint and lime.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Green-Tea-Mojito.jpg,10 minutes,1 servings
916,Asparagus Prosciutto Panini with Garlic Mayonnaise,"['Preheat panini grill.', 'Lightly spritz asparagus with olive oil, season with salt and pepper.', 'When the grill is hot, grill asparagus about 3-4 minutes until tender crisp.', 'Set aside.', 'Combine mayonnaise and garlic in a small bowl.', 'Spread the garlic mayonnaise inside the ciabatta.', 'Lay the cheese, prosciutto and asparagus in the bread; close and lightly spray the top with cooking spray.', 'Place on a panini press and close until the cheese melts and the bread is toasted.', 'Cut in half and eat immediately.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Asparagus-Prosciutto-Panini.jpg,10 minutes,1 serving
917,Grilled Flank Steak with Black Beans Corn and Tomatoes,"['Season steak with the crushed garlic, cumin, salt and pepper and set aside 5-10 minutes.', 'Combine red onions, olive oil, lime juice, salt and pepper in a medium bowl and set aside a few minutes.', 'Add tomatoes, black beans, corn, cilantro and set aside.', 'Heat a clean lightly greased indoor or outdoor grill on high heat.', 'Grill steak on high heat, 6-8 minutes on each side or until your desired degree of doneness.', 'Let the meat rest about 5 minutes before slicing.', 'Slice the beef into thin slices across the grain, place on a platter and top with corn, black bean and tomato salad.']",['Mexican'],https://www.skinnytaste.com/wp-content/uploads/2012/05/Grilled-Flank-Steak-with-Black-Beans-Corn-and-Tomatoes.jpg,30 minutes,6 servings
918,Citrus Margarita Spritzer,"['Combine the tequila, orange liquor, fresh squeezed orange juice, and fresh squeezed lime juice.', 'Pour into a glass with crushed ice and top with seltzer.']",['Mexican'],https://www.skinnytaste.com/wp-content/uploads/2012/05/skinnytaste-margarita-spritzer.jpg,5 minutes,1 serving
919,Linguini and Shrimp Fra Diavolo,"['Bring a large pot of salted water to a boil.', 'While the water is heating up, heat 2 teaspoons of the olive oil in a large heavy skillet over medium heat.', 'Stir in the garlic and cook until golden, about one minute.', 'Add the shrimp and cook 2-3 minutes to brown but not cook through; sprinkle with salt to taste.', 'Transfer the shrimp to a plate, leaving garlic in the pan.', 'Add pasta to water and cook according to package directions for al dente.', 'Pour the remaining teaspoon of olive oil and add the celery and onions; cook 2 minutes then add the crushed tomatoes, season with salt and crushed red pepper and bring to a simmer.', 'Lower the heat and let it simmer about 8-10 minutes.', 'Add the shrimp and cook another minute or two; remove from heat.', 'Add the capers and serve in a large bowl over pasta topped with fresh basil, fresh black pepper and parmesan cheese on the side.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2012/05/shrimp-fra-diavolo.jpg,10 minutes,6 servings
920,Skinny Hummingbird Cupcakes,"['Preheat oven to 350. In a large bowl, combine flour, sugar, baking soda, salt, and spices; stir well with a whisk.', 'In a medium bowl, combine oil, eggs, and vanilla; stir well. Add banana and pineapple; mix well.', 'Fold wet ingredients and chopped pecans with the dry ingredients, batter will be stiff and dry but keep folding it and it will all come together.', 'Spoon batter into cupcake tin. Bake at 350 for about 23 minutes, or until a wooden toothpick inserted in the center comes out clean.', 'Meanwhile, to prepare frosting, beat together cream cheese, powdered sugar and vanilla until smooth. Refrigerate until ready to use.', 'Cool cake completely on a wire rack.', 'Spread frosting over the cupcakes once they are cooled. Garnish each cupcake with a pecan half on top.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/05/hummingbird-cupcake.jpg,20 minutes,22 servings
921,Zesty Avocado Cilantro Buttermilk Dressing,"['Combine all the ingredients in a blender and blend until smooth.', 'For a thinner dressing add more buttermilk, for a thicker dip use less.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Zesty-Avocado-Cilantro-Buttermilk-Dressing.jpg,15 minutes,6 servings
922,Asian Cabbage Mango Slaw,"['Julienne the mango (cut into strips).', 'Combine with the cabbage, carrots, scallions and toss together in a large bowl.', 'Prepare the dressing by whisking together the rice vinegar, soy sauce, and lime juice; slowly whisk in the oil.', 'Pour the dressing over the cabbage mixture and toss to coat.', 'Let it sit at least 15-20 minutes to let the dressing soak in.', 'Serve sprinkled with sesame seeds.']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2012/04/Asian-Slaw.jpg,30 minutes,6 servings
923,Homemade Kansas City Style BBQ Sauce,"['In a large saucepan combine all the ingredients and simmer over low heat for 25 minutes stirring occasionally.', 'Let it cool and store in the refrigerator until ready to use.', 'For using on grilled meat, brush onto chicken, pork or beef the last 10 minutes of cooking.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Homemade-Kansas-City-BBQ-Sauce.jpg,5 minutes,17 servings
924,How To Make Your Favorite Meals Freezer Ready ,[],,https://www.skinnytaste.com/wp-content/uploads/2012/05/Make-Your-Favorite-Meals-Freezer-Ready.jpg,0 minutes,0
925,Smoky Spice Rubbed Grilled Salmon with Black Beans and Corn,"['Combine all the spices in a small bowl.', 'Squeeze lime juice over salmon then rub in the spices to completely coat; set aside to rest about 5 minutes.', 'Meanwhile, in a large saute pan, heat oil over medium heat.', 'Add onions and saute 2 minutes; add beans, corn and salt and cook until heated through, about 6 - 8 minutes.', 'Remove from heat and toss in cilantro and lime juice.', 'Heat a clean outdoor grill (make sure the grates are clean and lightly oiled) or if cooking indoors a lightly oiled grill pan over high heat.', 'When hot, grill the salmon for about 5 minutes on each side or until the fish is opaque throughout.', 'Serve with black beans, corn and lime wedges.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Smoky-Spice-Rubbed-Grilled-Salmon-with-Black-Beans-and-Corn.jpg,30 minutes,4 servings
926,Skinny Buffalo Burger Quesadilla,"['Form 4 flat patties, as thin as you can. Season with salt and pepper.', 'Heat a pan to medium-high heat; when hot, lightly spray the pan with oil and add the burgers.', 'Cook burgers about 2 minutes on each side or to your liking. Set aside.', 'Clean the pan and heat on medium heat. Lightly spray with oil and place 4 tortillas on the pan (if your pan is small, you can do one at a time).', 'Place 2 tbsp cheese on each tortilla, then 2 tbsp pico de gallo.', 'Top with buffalo burger, then remaining 2 tbsp pico de gallo and 2 tbsp cheese on each.', 'Place the other tortilla on top; flip and cook until the cheese melts on the other side.']",['Mexican'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Buffalo-burger-quesadilla.jpg,30 minutes,4 servings
927,Slow Cooker Pulled Pork,"['Place pork in the slow cooker and season with salt, vinegar, garlic powder and liquid smoke.', 'Cover and set to high 6 hours.', 'Remove pork and transfer onto a large dish; reserve all the liquid into a cup and set aside.', 'Shred the pork with two forks and put it back into the slow cooker along with about 3/4 cup of the reserved liquid and the BBQ sauce (for every 3 oz cooked pork, I used 2 tbsp BBQ sauce).', 'Cook on high one more hour.', '*Nutritional info is for pork only, bread is extra.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/slowcookerpulledpork-2.jpg,5 minutes,8 servings
928,Easy Garden Tomato Sauce,"['In a large non-stick pan, heat oil on high heat.', 'Add garlic and cook until golden.', 'Add tomatoes, salt, crushed red pepper flakes and fresh black pepper and reduce heat to low.', 'Simmer, covered for 15 minutes.', 'Add fresh oregano and cook another 15 minutes.', ' ']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Easy-Garden-Tomato-Sauce.jpg,10 minutes,5 servings
929,Celery Cilantro Cocktail,"['In a mixing glass or pitcher, combine celery and cilantro and muddle together with vodka, lime juice and simple syrup.', 'Pour through a fine mesh strainer into a glass filled with ice and top with selzter.', 'Garnish with celery greens and cilantro, maybe even a lime wedge!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Celery-Cilantro-Cocktail.jpg,10 minutes,1 serving
930,"Buffalo Chicken Lettuce Wraps (Slow Cooker, Instant Pot)","['Slow cooker method:', ""In a slow cooker, combine chicken, onions, celery stalk, garlic and broth (enough to cover your chicken, use water if the can of broth isn't enough)."", 'Cover and cook on high 4 hours.', 'Remove the chicken from pot, reserve 1/2 cup broth and discard the rest.', 'Shred the chicken with two forks, return to the slow cooker with the 1/2 cup broth and the hot sauce and set to on high for an additional 30 minutes. Makes 3 cups chicken.', 'To prepare lettuce cups, place 1/2 cup buffalo chicken in each leaf, top with 1/4 cup shredded carrots, celery and dressing of your choice. Wrap up and start eating!', 'Instant Pot method:', ""Combine chicken, onions, celery stalk, garlic and broth (enough to cover your chicken, use water if the can of broth isn't enough) in the Instant Pot. Cover and cook high pressure 15 minutes. Natural release."", 'Remove the chicken from pot, reserve 1/2 cup broth and discard the rest. Shred the chicken with two forks, return to the pot with the 1/2 cup broth and the hot sauce and saute 2 to 3 minutes. Makes 3 cups chicken.', 'To prepare lettuce cups, place 1/2 cup buffalo chicken in each leaf, top with 1/4 cup shredded carrots, celery and dressing of your choice. Wrap up and start eating!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/04/Crock-Pot-Buffalo-Chicken.jpg,5 minutes,6 servings
931,Crustless Summer Zucchini Pie,"['Preheat oven to 400. Lightly spray a pie dish with cooking spray or your misto.', 'Combine zucchini, shallots, chives, and mozzarella cheese in a bowl.', 'Sift flour and baking powder in a medium bowl.', 'Add remaining ingredients to the bowl and blend well.', 'Combine with zucchini mixture and pour it into the pie dish.', 'Top with parmesan cheese and bake 30-35 minutes or until knife comes out clean from the center.', 'Let it stand at least 5 minutes before serving.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/crust-less-summer-zucchini-pie.jpg,30 minutes,6 servings
932,Summer Vegetables with Sausage and Potatoes,"['Place oil and potatoes in a large, deep non-stick skillet with a tight fitting lid on high heat; season with garlic powder, salt and pepper.', 'When the skillet gets hot and starts to sizzle, reduce heat to low and cook with a tight lid on for about 20-25 minutes, shaking the pan occasionally to prevent the potatoes from burning.', 'Remove from heat and let them sit 5 minutes without removing the lid, then set the potatoes aside on a dish.', 'Add the sausage to the skillet and saute on medium-low and cook, stirring occasionally until browned but not quite cooked through, about 10 minutes.', 'Season chopped vegetables with salt and pepper. Add onions, peppers, garlic and rosemary to the skillet and mix.', 'Continue cooking, stirring occasionally, until onions and peppers become slightly browned.', 'Add zucchini and cook an additional 5 minutes, mixing as it cooks until cooked through.', 'Return the potatoes back to the skillet and mix well. Adjust salt and pepper as needed; cover and cook 5 more minutes.', 'Makes about 7 1/2 cups.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Sausage-potatoes-peppers-and-zucchini.jpg,60 minutes,4 servings
933,Stuffed Buffalo Chicken Breasts,"['Preheat the oven to 400F.', 'Lightly spray a baking dish with oil.', 'Mix cheddar, laughing cow cheese, celery, green onion, carrot, salt and pepper in a dish.', 'Lay out the chicken cutlets, placing even amount of mixture in the middle and spread in the center.', 'In one bowl make a breading station out of crushed ritz crumbs.', 'In another bowl combine mayonnaise, 1 tablespoon of hot sauce, and lemon juice as a dredging mixture.', 'Roll chicken breasts in the mayonnaise mixture, then into cracker crumbs, and put on a lightly greased pan, seam side down.', 'Lightly spray top of chicken with cooking spray.', 'Bake 30 minutes.', 'While the chicken cooks, melt butter and mix with the remaining hot sauce and garlic powder.', 'Drizzle buffalo sauce over finished chicken breast and serve.', ' ']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/buffalo-stuffed-chicken-breast.jpg,20 minutes,5 servings
934,Warm Pasta Salad with Corn and Zucchini,"['Cook pasta in salted water according to package directions.', 'Set aside.', 'Heat a tablespoon of olive oil in a large non-stick skillet.', 'Saute zucchini for five minutes on each side.', 'You might have to do this in several batches to ensure that zucchini is cooked in one layer.', 'Remove zucchini from the skillet and set aside.', 'Add the remaining teaspoon of oil, corn and red onion and saute for five minutes.', 'Combine slightly cooled pasta with the remaining ingredients.', 'Serve this dish hot or at room temperature.', 'It keeps well in the refrigerator and makes excellent leftovers.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Summer-Pasta-Salad-with-Zucchini-and-Corn.jpg,10 minutes,4 as a main
935,"Frozen Mango, Kiwi, Raspberry Pops","['Make a simple syrup by combining water and sugar in a small pot and bring to a boil; boil for about 4-5 minutes on medium heat.', 'Set aside.', 'Puree fruit separately in the blender (I used my magic bullet).', 'Set aside in 3 small bowls.', 'Divide the simple syrup between the fruit purees and mix in.', 'Equally fill four small 5 oz cups with the kiwi puree and place in the freezer; freeze one hour.', 'Add mango puree and freeze 20 minutes.', 'Insert sticks and freeze at least 2 hours.', 'Add raspberry puree and freeze overnight.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Frozen-Kiwi2C-Mango2C-Raspberry-Pops.jpg,15 minutes,4 servings
936,Cherry Lime Ice Pops,"['Stem the cherries and remove the pits.', 'In a medium saucepan over medium heat, combine the cherries with the water, sugar, and lime juice, and cook until the cherries are very soft and cooked through, about 10-15 minutes.', 'Remove from heat and let it cool to room temperature.', 'Puree the cherries and their liquid and put the mixture through a fine sieve.', 'Pour into popsicle molds and freeze.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Cherry-Lime-Ice-Pops.jpg,10 minutes,4 servings
937,Summer Potato Salad with Apples,"['Boil potatoes in salted water until soft, approx 10 - 14 minutes, or until soft if pierced with a fork. Drain and let cool.', 'While the potatoes are boiling, combine red onion, celery, mustard, olive oil, vinegar and mayonnaise and season with salt and pepper.', 'Mix well and let the flavors marinade while the potatoes cook.', 'Once the potatoes are done and cool, mix into the bowl and add chives and apples, additional salt and pepper to taste.', 'Serve room temperature or refrigerate until ready to serve.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Summer-Potato-Salad-with-Apples.jpg,10 minutes,7 servings
938,Watermelon On A Stick,"['Cut watermelon into pizza shaped wedges.', 'Insert a knife into the center of the rind and push the stick into the hole.', 'Enjoy and stay cool!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/07/watermelon-on-popsicle-sticks.jpg,15 minutes,"Serving: 1wedge, Calories: 86kcal, Carbohydrates: 21g, Protein: 1g, Fat: 0g, Saturated Fat: 0g, Polyunsaturated Fat: 0g, Monounsaturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 2mg, Potassium: 0mg, Fiber: 0.5g, Sugar: 18g, Vitamin A: 0%, Vitamin C: 0%, Calcium: 0%, Iron: 0%"
939,Frozen Banana Popsicles,"['Cut the banana in half lengthwise, then in half to make four quarters.', 'Insert popsicle sticks into bananas and freeze on a wax paper lined cookie sheet.', 'When the bananas are frozen, fill a coffee mug with chocolate.', 'Melt chocolate in the microwave 30 seconds at a time, stirring until the chocolate is melted and soft.', 'Dip the bananas one at a time into the chocolate, scraping off the excess chocolate from the back of the banana, and place it on a cookie sheet lined with wax paper.', 'Quickly add the sprinkles or toppings on the rounded side before the chocolate hardens (you have to work quickly here).', 'Place on wax paper and return to the freezer until frozen and ready to eat.', 'Eat frozen and enjoy!!', 'Note: Adding a little oil to the chocolate helps thin the chocolate and therefore you will use less on each popsicle. You will need enough chocolate to dip the bananas, but you will be left with extra chocolate in the end (chocolate covered strawberries anyone?)']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/frozen-banana-popsicles.jpg,20 minutes,4 servings
940,Summer Macaroni Salad with Tomatoes and Zucchini,"['Cook pasta in generously salted water according to package directions. Drain and rinse with cold water.', 'In a medium bowl, combine onions, mayonnaise, vinegar, yogurt, mustard, oregano, garlic powder; mix well.', 'Add tomatoes (and any juice from the tomato), zucchini, pasta, salt and pepper to taste, toss well and place in a large bowl.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/Summer-Macaroni-Salad-with-Tomatoes-and-Zucchini.jpg,30 minutes,16 servings
941,Broccoli and Orzo,"['Trim stems off broccoli, cut into small pieces and season with salt.', 'Steam covered with a little water until cooked, careful not to overcook. When broccoli is cooked, remove from pan and chop into smaller pieces.', 'Meanwhile, cook pasta in medium pot of salted water as directed for al dente.', 'Reserve about 1/2 cup liquid before draining.', 'Drain orzo in a colander and add the oil to the pot.', 'Saute garlic a few minutes until golden, add broccoli, season with salt and mix well.', ""Add orzo and stir to combine all. Add a little reserved liquid as needed so pasta isn't dry."", 'Serve with freshly grated cheese if desired (optional).']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2012/07/Broccoli-and-Orzo.jpg,15 minutes,4 servings
942,Grilled Potatoes,"['Preheat grill to medium-high heat (an indoor grill would work too).', 'Cut potatoes into 1/4-inch thick slices. I used a fancy crinkle knife with ridges but straight cuts are fine.', 'Toss the potatoes with olive oil. Add salt, and pepper to your taste.', 'Reduce heat on the grill to medium and lay the potatoes slices straight onto the grill; close the lid.', ""Cook until the potatoes are golden on one side, about 6 to 10 minutes, making sure they don't burn and adjusting flame accordingly."", 'Turn and cook until tender inside when pierced with a fork, but slightly crisp and golden brown on the outside.', 'Remove from grill, and serve immediately.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/grilled-potatoes.jpg,15 minutes,2 servings
943,Asian Ginger Carrot Dressing,"['Place all the ingredient in the blender and process until smooth.', 'Refrigerate a few hours before using to let the flavors deepen. This gets better the longer it sits.', 'Serve on your favorite salad greens and enjoy!']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2012/06/Asian-Ginger-Carrot-Dressing.jpg,15 minutes,6 servings
944,Warm Mexican Corn Salad (Elote),"['Boil corn in boiling water for 5 minutes, remove from heat.', 'When cool enough to handle, cut corn off the cobb. (makes 4 cups)', 'In a large bowl combine mayonnaise, yogurt, chili powder, and lime juice; mix well.', 'Add corn, cilantro, scallions and cheese and toss.', 'Serve with lime wedges.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/warm-mexican-summer-corn-salad.jpg,10 minutes,5 servings
945,Mom's Spanish Chicken and Rice,"['Place onion, bell pepper, garlic, and cilantro in a chopper or food processor to chop fine.', 'In a large heavy pot with a good fitting lid such as a Dutch oven; heat 1 tsp of oil over medium heat.', 'Season chicken pieces with salt and saute until browned, about 5-7 minutes.', 'Remove chicken and set aside.', 'Heat remaining oil in skillet, then add onions, peppers, garlic and cilantro.', 'Saute, stirring frequently, about 5 minutes.', 'Add water, beer, tomato sauce, chicken bouillon, sazon, chicken and salt.', 'Cook 10-12 minutes on medium heat.', 'Add frozen mixed vegetables, alcaparrado (or pimientos) with a little of the brine (liquid) from the olive jar, and rice.', 'Stir and bring to a boil.', 'Reduce heat to medium low and simmer uncovered, stirring occasionally until water boils down and barely skims the top.', ""Once the water level reaches the top of the rice, cover with a tight fitting lid so no steam escapes and cook 25-30 minutes. (Tip: if your lid doesn't have a good tight fit, place a paper towel over the pot then cover as pictured below)"", 'Shut heat off and let the pot sit wit the cover on an additional 10 minutes.', 'Remove lid and fluff with a fork.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/Moms-Spanish-Chicken-and-Rice.jpg,10 minutes,8 servings
946,Overnight Oats,"['Place all the ingredient in a jar, shake, cover and refrigerate overnight.', 'The next morning, add your favorite crunchy toppings such as nuts, granola, etc and enjoy!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/Skinny-Overnight-Oats-in-a-Jar.jpg,5 minutes,1 serving
947,Crock Pot Chicken Cacciatore,"['Quick method:', 'Season chicken with salt and black pepper and place in the slow cooker.', 'Pour tomatoes over the chicken, top with onions and peppers, add oregano, bay leaf, salt and pepper, give it a quick stir and cover.', 'Set crock pot to LOW 8 hours or HIGH 4 hours.', 'When the timer beeps, remove lid and keep the crock pot on HIGH one hour to help it thicken.', 'Better method but requires more prep:', 'Heat a large skillet over medium-high, lightly spray with oil (I use my Misto) and brown chicken on both sides a few minutes, season with salt and pepper. Add to the slow cooker.', 'To the skillet, spray with a little more oil and add onions and peppers. Saute until juices release and the vegetables become golden, a few minutes.Add to the slow cooker. Pour tomatoes over the chicken and vegetables, add oregano, bay leaf, salt and pepper, give it a quick stir and cover.', 'Set crock pot to LOW 8 hours or HIGH 4 hours. Remove bay leaf, adjust salt and pepper and enjoy!', '* Pasta not included in nutritional info.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2012/06/Slow-Cooked-Chicken-Cacciatore.jpg,10 minutes,8
948,Shrimp Pad Thai on the Lighter Side,"['Follow the package instructions to cook the dry rice noodles. The rice noodles should be soft (but still chewy and not mushy) after boiling.', 'Rinse the boiled noodles with cold running water.', 'Mix all the seasoning ingredients in a small bowl until well combined, set aside.', 'Heat up a large skillet on high heat and add the oil. As soon as the oil is hot, add the garlic to the skillet and start stirring until you smell the aroma of the garlic. Add the shrimp and the tofu and continue stirring.', 'As soon as the shrimp changes color, add the noodles and stir-continuously, about 30 seconds.', 'Use the spatula to push the noodles to one side of the skillet, and crack the eggs on the empty side of the skillet. Use the spatula to break the egg yolk and let cook for about 30 seconds.', 'Combine the egg and the noodles, and add the seasoning sauce. Stir to combine well with the noodles.', 'Next, add the bean sprouts and chives and continue stirring.', 'As soon as the bean sprouts are cooked, stir-in the crushed peanut.', 'Turn off the heat and serve the Pad Thai immediately with the lime wedges.']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2012/06/Shrimp-Pad-Thai-on-the-Lighter-Side.jpg,45 minutes,2 servings
949,Mango Coconut Chia Pudding,"['Combine all ingredients in a large container. Mix well and close container. Refrigerate overnight or at least 5-6 hours.', 'Divide into 2 bowls or glass dishes and serve. Enjoy!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2012/06/mango-coconut-chia-pudding.jpg,10 minutes,2
